qid,docno
39,d8bf5912-e84b-49a2-bd8c-828dc0e2bf45
39,db74e12e-f988-438e-b77f-0dbd3642fd3a
39,dd4ba20d-e8c2-4768-bd21-6ef4f74af8c1
39,e19d58cf-dc46-461d-87a9-5576847957cc
39,e41b5cbc-d1e0-41ec-978f-e0f19e84d522
39,e7d0f514-914b-4261-9f8b-57a0c3729175
39,e8531761-b6e4-49ef-9a99-338cb4cc4d8b
39,e892b7a0-a007-438b-85a4-d7a7c690fa41
39,eb73923b-702d-483f-863c-61920d0a5cd3
39,eccb3956-810f-470e-9a9a-b6b8ef8bc665
39,ef9c43eb-315e-46d1-aae1-2cbdd4149a14
39,f0b2c6ea-f90e-4575-8818-be426c2b3013
39,f149a0eb-40de-4b57-9780-17a22c81af57
39,f3444aa6-1252-4117-beb3-d4aa3de5425b
39,f51d03bd-80bb-4d54-92ad-042c884f553e
39,f5cbf9c3-b58e-48cf-99c5-fd9105efd313
39,f6840161-a8a6-40e8-abf8-28f29c88bdd2
39,f820491f-387b-454d-9f25-e68352d99550
39,f9507115-789f-401a-a766-892a7c734be9
39,fa83e133-936c-4867-9084-0f3f2f8255b2
39,fecda380-cb67-43aa-adf6-5c716578a586
17,058e62cd-0a39-4c61-9626-d00d31e4a647
17,067facd4-28a1-4d87-9400-fa290bfd11c8
17,096285c2-4e7c-46bd-8942-8382321b2144
17,0a6b5bca-b37f-4238-a86a-15b54da72848
17,0c4c98cb-b6c3-4344-a027-c77b8140d764
17,0fb9d540-6e0c-450e-bdd2-b51ae0b546d8
17,1bd5d84c-fc8a-4c0b-9be6-87ea6f0927bd
17,1f02f96e-1276-4ed7-87ac-66ada9b86243
17,2176665b-2277-4ef4-a64d-9bc93fc0be0e
17,2294378d-cb35-4021-b04d-c8e7e7bd02c9
17,248e478b-6364-41a4-aeb3-53b582a4ec27
17,2883fbeb-a71e-4198-b4ce-3abad7ecf481
17,2a329980-3075-4fb6-b72a-8562916c111c
17,2eb9de7d-d1c5-47c3-9c18-aad86d3f4650
17,4004b797-ae3b-4562-b101-5ba1835ad6f5
17,4663ddb9-4abd-4886-aeed-e7e04e33ef1e
17,4689601e-3faa-4518-b063-7b3ea6a441ca
17,469c77e0-7732-4db4-b6f2-32f32e39f8c5
17,4712a623-6e8e-496c-ad84-999a8f3f3bfa
17,47d538bd-632d-45e7-8ace-761dc44cd621
17,49d0f920-1513-42ea-8f2f-cc87698094e1
17,4df42915-e1a2-41a8-ba99-ef72615deaff
17,518bb560-224b-4b8c-985d-38423e50b414
17,53a48a95-b700-4e3e-9760-4263bf3c679c
17,56786b9f-1c86-48a5-a4ad-3ca9390b7bb0
17,588c2271-86a7-4ed1-ab1f-286373b55de5
17,5a426eb9-896e-45f0-ae56-2d9b50f3c268
17,627c3b29-71d5-4ff3-bcf4-7f456294025b
17,717bf216-4781-4452-86b9-7950c5a5d637
17,7214318d-2b25-4d6b-9624-ecf0804c8001
17,771c5131-a063-4387-a588-95aead052997
17,78d37de7-7a92-4988-8747-82962a2957f8
17,79023008-cb0b-47a2-9b22-2b5e52a0d77f
17,7b4353da-fd95-481e-ba70-0219dbcedb15
17,7e554aba-9ba8-4330-b2a3-01add7090558
17,859b9617-2c2a-439b-97e5-f04eaf52435d
17,85d59a07-7cf4-4cf9-80e4-ca29798dbb97
17,86c76060-bd15-4c70-bcb1-dd7e2ebc0050
17,88777e24-751e-4383-8d0b-4d79fb9c79f5
17,8e1748fe-eeae-48ce-baf7-9208fa1984a4
17,8e30d245-0b8a-4e45-83fa-14000ab13e36
17,8e604002-df1c-4c2c-b55f-cb7515f514d9
17,91dd3d08-86fb-4d4d-af52-8208d2c80719
17,920b77a6-fe90-49ef-9e0f-ac3d76a2260c
17,93182343-121e-4606-ab51-3d6bd354dc3a
17,95a04508-ac79-4b56-9f1b-709440bfee20
17,95c0acd6-1945-4553-9264-932534a44fc5
17,96d834ea-f528-4b3b-bbd1-6c4dfb7ec868
17,9961af3f-6aa3-41af-b875-0d7b4fc1afcb
17,9d08b4a4-0cb6-4c31-bcb8-7cbec2ecdf7f
17,9e98253d-4db1-4adf-83aa-6a8d39877bbd
17,9ea72229-cfc9-4f66-b5a4-2c99e55f18b0
17,a10989ff-d520-44ff-a944-49ce64480404
17,a3119a6f-3e22-4eb2-b2ca-d52d699d005e
17,a4257ce5-988c-4f80-979c-6a40614c15b0
17,a7f9f24e-5fa7-49dc-a8bb-574a5bce68f2
17,a8eed012-1ad1-4eb0-bf02-1c65a2cd5a72
17,aa054181-76b6-4aaa-812a-51f416291543
17,ad0debc8-bcbe-4b51-9aaf-ed50eef19c13
17,aebe9250-ccb8-49db-9d06-65009ed64114
17,b61e4a72-796e-442e-8757-0d54dd3b284e
17,b84c7abd-9606-44ce-964e-8bd4bf29d4f4
17,b9cbbf6a-43d8-4be3-aa6c-da60d1161ba8
17,ba7304eb-2e95-4e0e-85f7-4a2d80fd51af
17,c14dbfb9-db85-4749-964e-a8e120733a8e
17,c19c89f9-2c25-4330-a634-6a69707b7819
17,c239bf16-1e99-4a3b-8cd0-9e2a6af96f09
17,c31e546f-3ce6-4a04-8d86-fbb31bfbfbb5
17,c45408e2-9f06-4037-b431-5a7de696d541
17,caa17e67-3082-4ebe-91dd-17be1cfa7ed1
17,cb5946b7-39a9-4d03-aa3a-9930a4c3d77e
17,ceb75319-75e3-421c-8d98-27ca48430e97
17,cee6d97c-be3f-4845-9a3d-397a9450a979
17,d2780b71-fb93-48c5-8256-32e202d7ee30
17,d54dcb14-56c1-4c04-a23f-caaab11ef0c7
17,d7389769-dc9c-49e7-bd5c-2fd4a262619a
17,d9d917c2-5938-46af-8c29-1e5dd4149952
17,da78aae3-fbbd-4bf8-85a5-368b1d7eacef
17,ddbc80fd-bac1-456b-afe8-bb4e34c931f0
17,df2ddfe6-3828-4d6f-ba20-569223d53468
17,df8bf79b-f12c-47f7-86ac-7fc6716ef712
17,e03c04d9-63b3-4dae-a06d-92057fb54ff9
17,e1b6b82e-9f12-42e7-a82f-8b7eb2f12002
17,e384c574-1d9b-41f7-8eb9-fed3ff67975a
17,e56ab623-b673-4625-974c-cd378c625924
17,e833204e-de63-45e8-97f0-82f2ac524860
17,e8aa077b-6c40-4109-8fb1-89b66ceca9a6
17,e9ce37c5-dd88-43ec-b439-6bf766899f46
17,ed7a35de-9a94-47eb-b43c-47d742a03386
17,ee4eb707-3da7-425e-aa75-5bd1259c904a
17,f02fc930-b10a-46d1-af24-97e60e1624db
17,f0e36213-8308-45b5-a8f9-9377b28e8987
17,f779d7cc-6d73-4fa0-874c-e3724e6b1afe
17,f8e21bfd-bd2d-4870-a882-b1fb2ff45bfc
23,049545a2-2593-49aa-be2f-40d43c66c94e
23,1d696e1b-7fc8-468f-9bf8-a9c8bd4d2199
23,3250b5bd-1c49-4bf8-a698-8a408bde2bb7
23,4659dfb5-64ba-41c7-b85b-8667ac7ec0bb
23,6bf9e0c6-665f-44eb-addf-e3fd41af6f46
23,74facff4-61e6-4c26-8501-8b483e3752f6
23,ab0fd9ee-1ee7-4b9f-895c-47b9d7d44ec6
23,ab9cf022-2c67-4a92-94e2-8dd4f09abc81
23,acd28854-c7c2-4aa3-aef8-232e6e3acafd
23,bad332fe-48f0-4b4b-aa2c-2b4a190e6bda
23,c293623f-3dec-4bc5-a6f3-ec76dace5d9b
23,c3f7a4d7-4191-4851-9c2c-3338e8c1d0a4
23,d07c6d59-1673-46e3-a858-aaeeb3ad3e2f
23,f54bb830-aeff-42c3-9e06-a76c4aeb5560
23,fb2250a1-e27b-4023-9c14-b9abb46c4e43
38,012c1115-f395-4370-82bf-5f0dd2df7434
38,04e13cb4-c5f8-49ea-9e52-80efe3cea37e
38,096285c2-4e7c-46bd-8942-8382321b2144
38,0a49be40-baec-484c-8f8f-6fbc4b5c601a
38,0a5a60b0-73d1-48aa-8bc0-6e85b0e0f8bf
38,0a7be8f0-0b47-44b3-807d-6756439cb6f9
38,0eba7117-a28f-434b-b958-e770919234a7
38,1414d119-bc1a-42eb-b763-00df95839287
38,199ee59f-3a1c-468d-b4fe-44f6c312f88d
38,21897fc0-86f7-49b6-9e88-9a22c4d694b5
38,29379b53-fa92-4716-a9e2-fcf2d8ac8609
38,2a5114b9-826d-4549-bf42-39d0305464d0
38,2cd51b1b-75af-4d2d-b045-ba63f9a2d09f
38,2db700ee-b19a-4eae-8feb-f33a5c1aa93a
38,31339e3d-219f-44f1-ba80-cb0ec1f114ff
38,37c0c3d4-3a32-4180-84b5-ea26860fe203
38,42e7d5f7-c324-4678-9464-0bd9ee9ac168
38,461a96f8-ffda-4f1e-858e-f59f8c524c2f
38,4779603d-f13c-47e5-8b9b-9abab1bf3fcf
38,4af051ee-befb-43ec-856e-35618ddbb412
38,51bb15fa-3145-4225-95dc-2293d5322716
38,6ac1d8b9-4e94-4c2e-b615-b59951ac01cd
38,6b9782bb-7a4d-4341-93b7-b8b2dc41c042
38,6fa8c4c8-01f3-4437-918a-bb7298ca320b
38,7a3d08eb-03c4-4669-a80f-9f8791649532
38,7c56c8d8-279e-4e35-9bd5-40f534bd27b2
38,7da8f706-b9d2-4f54-93c0-0d85ad814b2c
38,8030ca78-d63e-481f-b8a0-5de8f2d32f5b
38,8fc22ec9-bee4-4134-9d38-df1d4d41a516
38,8fc3be27-a03f-42da-89b7-2a8a3987a531
38,927af965-21f7-4ed7-9205-3b5d9db180bb
38,928e12ed-fd28-409f-9fe8-8f82c0963bf5
38,94888d55-c015-4c69-8d4e-1d1b843b0367
38,9c497973-17f4-4e71-9b6f-f4a681d1455b
38,9dec3e64-4d26-4946-b493-37902e6d3a52
38,a72e0254-627b-44fe-acf9-d72fd955f5a3
38,b576def3-e5c4-4d78-ade2-dff00da20bc0
38,c2976886-2f29-4377-8b9a-a1d650e9ac52
38,c9f23660-c329-4a21-abb5-8f0757aa0d78
38,cc83e326-b731-4013-ab75-08e83dab0e15
38,cdf72418-d019-4904-a410-9e70b920ca2e
38,d4bad99c-ca3b-4514-aac6-04e3e83ae517
38,d6bf0e30-338b-49f2-a004-ff3205a0f260
38,e9f45c48-8380-450d-9f0b-b43d1674c464
38,f54a77d1-4b99-4fff-b3e8-6bb5c91ba2b5
40,0280742c-8c2f-4478-a416-7557636f7d5d
40,09807ff9-d1e8-4454-9b85-587c9c74d4c4
40,270ce7d0-4399-42cf-82a9-fb175923f7b3
40,31228d85-3705-4dbe-a7b5-03f97d56c8f2
40,35900ba8-45cc-454a-a9f8-1bdc06a221d3
40,366e3097-442d-49cc-9add-da0edbd946ed
40,3692bcfb-a667-4806-9083-a788f911788a
40,3840d2b2-2638-4b07-bea4-9feec2d268ab
40,3a81e9e3-9e5a-4a0d-b926-322668f8c11b
40,437eddd5-70dd-4f78-a7bd-4893b74f544c
40,48b1ba11-c092-44ef-8fc3-719404b78954
40,4dc198a4-bec9-4116-b17f-7e1940fc9e96
40,525e9f29-d145-4ecc-a6d3-a728143d1ccc
40,52a5f3ef-a066-48c4-9e7e-fd2f27c57cf5
40,54032b85-09c6-4064-afb7-7b4e4e846615
40,57836f50-717b-41b4-b2d3-70d90a72a228
40,5c3157fa-98db-4abe-9abd-03a808fae6c2
40,5d77fa1d-6e30-4a56-8c14-29b4dfb05ec8
40,67951885-2da0-4e87-8935-1bf3189853b0
40,67e457a8-98db-4f8a-aa33-0215efbd062b
40,6bc4a5e8-bc75-493c-8b3d-9fe2c3facaf9
40,759a5e90-72c9-4b53-9ddc-ae7e35bb76b9
40,7a01b75e-550a-4357-98d8-c3d37a088978
40,83a1367c-cc5d-4399-9d4b-7000da8b44bb
40,84d81611-d305-4542-a7a3-0ca81622dea0
40,8b234230-6646-45f9-8557-5fcf3a57a41b
40,9239ff9e-c3cd-4a61-b7c7-bff6287154e7
40,a4b8de09-e60f-41d1-b05d-3d9c8d7eff68
40,ab255932-672b-40ec-a70b-a72ca848af5e
40,b67c2c23-258e-4e22-a23c-d5001b219d5f
40,c64dd397-dadf-4b5f-b2ea-3043dcb0b784
40,ce587108-052f-4c54-ab0a-d0f4846ab152
40,d9f2c906-ac35-41c5-91b9-4b96cf5916ad
40,e572d8d0-591b-493f-bc6f-c6613c98cc11
40,edbb1473-6a40-49a8-95d0-1353f80a3b18
40,fd38e89b-f9bb-43f0-8a8f-3a1f47d34a63
3,01b4de26-bcfb-4045-b5da-f0c8d44667f5
3,031021f9-67b5-4b65-8a47-ff81d1b03425
3,031b3636-91b2-4eb1-ad04-7f0a5e70a468
3,082d6860-b976-44b7-a3e5-4386fd779385
3,091f644f-db13-4bc2-ae5c-9168f9e34dc0
3,09a5a165-1f53-43b8-b5ba-589bc906a4be
3,0a015125-b49c-4337-ab3a-39e05d00cc6c
3,0d620de8-330e-4ecf-828b-146a31b299c1
3,0dd34124-e3bc-4ef2-a2a7-7c370e5778d8
3,0e63e8bb-2da1-41d7-bf2e-a7a0cb66164f
3,10edbe60-d709-4511-9826-ce0fce29a1e6
3,125b1fc3-e85e-4449-a5c2-4b1bb271236d
3,151fb983-50f5-40ac-b9f8-55febbbbad91
3,1688f4d7-0edc-4fee-9127-2f1f1908d4e8
3,18cc43bf-6649-46e7-882b-11eda936279e
3,1a89439e-1b24-4f50-940d-7b1a16945cd3
3,1c1af4da-0246-4a9c-af6b-f2ef26573b79
3,1e447e78-2e7e-4d05-9ce0-2f6e031b0000
3,24aacd4d-c38c-4e1e-96b2-3c691ea83559
3,2842abe6-8e4f-4ff8-92d9-864908213b84
3,2899bb8c-983c-4cbf-a47d-a9f3d8811516
3,2b818002-c8b5-4bf7-a5c1-c704ba83aec4
3,2bac5ffa-442b-4e1a-a370-5c3d4ff654e1
3,2cf947a8-90df-4788-b32a-ceb474b22daa
3,2d517cf7-483f-4f63-9061-d2796908f2aa
3,32b4fd21-90ce-4a57-996d-5f5100c44aeb
3,34483cd1-23ee-497c-9326-1565d49e4dac
3,34ad1494-032c-46e4-a5b3-1d06b42e7425
3,3750fba2-8a56-473f-b5dc-1304a52dca19
3,3cbc0a8d-8b73-4461-93c3-f601776e2fb3
3,3fff4c30-f987-4555-901f-c30330a7c7cd
3,42435c2d-af4f-4b4e-b3d9-173b72250e4c
3,43e26829-e1aa-4106-87af-a27340fbd157
3,49273f21-57b5-4668-ad56-e0a4869edd33
3,4a1d1a78-ae5d-45ac-b22d-552362854b8b
3,4be60ba4-74f1-4be8-a04c-d5b99c565601
3,4c4e1d52-8577-4b62-ad01-170780d93bc7
3,4d91d660-292b-4ece-bea9-2f02eb37a90b
3,4dc7adbb-3b3f-4f1a-b64b-1ca9adef8831
3,508e16cb-3232-4c9e-a446-50116b803ea5
3,52bc4c77-64e9-4587-8fe1-c5e67992d2ac
3,53ba3291-398e-4f8e-bb9c-ceedeee592a2
3,5489546f-5e9e-4db4-9267-982c69b3c56c
3,55fc250f-3490-4ae1-afae-42f1ca6add5d
3,5f54e8cb-357a-4c49-8599-1abc1b344519
3,6463cc46-9abe-439d-8666-8550c988feee
3,684f3b89-36b0-4ff1-b71d-2c83b65afb08
3,700daf39-971d-401f-8cf2-f39a9962cafa
3,7a632807-1709-4023-b8ad-fe2bb48523f6
3,7cbf7e2a-c434-4330-9134-24200e842949
3,7ef9fb2a-55c5-4386-8c7e-098ab3d823fd
3,80d060f4-bf2e-4f0f-80ed-bddeb27a5bde
3,8218c4b8-983f-40b3-8d32-7aa1ad438008
3,87eeee3d-db6a-4da0-9da1-62bd946ca56e
3,8d670ba3-3f4b-4b27-9185-f3be613b093d
3,8fff0668-b823-4534-b242-23097b06726d
3,9291d815-0878-4786-b72c-0c4f511846a1
3,9b9ec356-d597-45fa-908b-ddb8cdb23d8a
3,a24f6d01-91b2-485f-b0ef-b4ae4a4e5bf8
3,a5270e05-d297-4632-b619-c1cf94d5efc0
3,a62dd1d9-ab47-4ce7-a788-f78cd6d085a5
3,a8c7f47c-5b9a-498a-a97d-a2cec8d31e5a
3,aa43411a-d8de-4f04-b9fb-f76f7eed13de
3,ad525772-54be-4dbc-9d42-286595fd5f54
3,af76c0e7-d7f9-472e-9525-a7ccc0456f60
3,b08e2570-067e-48ec-b83d-84a91aa7ad29
3,b295e326-254c-4236-b71b-94c35fd49214
3,b35a8e12-b342-47ee-8625-9f11f2657f74
3,b39046f1-b03a-41e4-b51c-459854f9cf15
3,b6b665ca-0a5f-4deb-b878-996b786f02aa
3,bd559d05-7b80-4aa4-b04e-d9999eeb4503
3,c1cb7cd6-a82f-4120-af07-21166d516bb2
3,c3ed0861-eacc-4498-a8ba-9e035c275fe3
3,c4769cb1-4c4c-422d-8d31-86bee8077d22
3,c5e000d6-8774-41d5-adb0-8b76ae798e20
3,c61b58ba-ed21-43e9-bda7-d7621b4cb326
3,ca40be6b-f5d9-4ccc-9634-57e8c96c08af
3,cac12aaf-fb00-4253-b035-a9d64873f627
3,cd16c07c-5ba3-4efd-8cc5-a4dd5e60238b
3,cefe87d4-2a7d-4acf-beb0-d7a4e389def6
3,d112c48d-c0a4-4edb-976a-50f69c9e89f5
3,d1b6f0f6-b48b-4388-835a-8036724559b7
3,d2f5bcb7-26f9-4e93-98a5-90f2028bcd94
3,d58d2316-7e12-4dcc-81ae-2a6187018b80
3,da1e52fd-ed16-4fa1-b08a-2c37ce723a2a
3,dc655970-3299-45a4-acae-c9cf2a1a60b8
3,e0125485-a514-41f3-9d85-6db7d0358698
3,e27e184b-d63e-40a9-8ca1-3fca7e8ec02b
3,e6cfd4eb-1adc-484d-900d-8b92351a0187
3,e7395d09-59d0-4f05-b210-9aaa2626f296
3,ea490c0e-c137-43d5-ade9-29441defc456
3,eb22c67f-e1e0-48e7-b7d4-781ba169f2f8
3,eb699a88-cf45-4b3c-9ffa-437bc8feb166
3,ee3e18ab-0396-411e-b068-29ab9ec819e4
3,f019cf9a-8fbb-4eee-99c8-4b1e9071ac92
3,f7d6bef5-9c5b-45be-95bd-29224a3eb44a
3,fcd71c25-2430-48cf-8f42-f6d656c65e20
32,008ab799-43af-45cc-8d7b-728ae52519bc
32,02474516-acd6-4c35-91bd-358ba9ba3660
32,0318b6ca-c1bf-48e8-b04d-f8e3a9186009
32,15c7a596-649e-4137-b41e-1c55636e0ff3
32,1693b8b4-2ca7-4bce-a7ba-2586200b74a0
32,172b6389-a279-4bf2-91b3-4d83a12beaa4
32,1a432abd-c5b1-4579-bd12-627ee8dbaa84
32,1b360d35-1716-41a7-b47e-920ce6392fc3
32,1ce31e57-47a4-443a-b953-0578a09f2a9b
32,221cf129-d4ad-4bb9-a316-94db7ba0e4b9
32,25c66988-bc0d-4f60-82fe-be5586472e08
32,2b9fc94f-1665-47e0-98e6-b7caf8807d8f
32,2c82ca79-cf2b-4b33-8fb8-b9581369eaba
32,2cd51b1b-75af-4d2d-b045-ba63f9a2d09f
32,2df71894-f92a-45c4-9575-0716891d78bb
32,2f61b4c4-aa77-450f-8505-7c28e9189e13
32,307f59e9-5a26-46a8-b38f-2662b3ef2d4c
32,33c7a798-0c66-487c-adc5-f0538055229c
32,36d5227d-ec8f-4de9-a1dd-5a84c7562fd6
32,3ae33cdd-ac5a-45e0-91dd-2d4ba4c41657
32,3ba2faa6-fe33-46ba-80bf-74d8a02346b7
32,460a47ce-cb03-4a40-9ea7-72046518d396
32,462f8c6e-3007-4650-a199-b369b7808ff2
32,48882def-c45f-488a-bcbe-109a457f4aef
32,4b4a4983-5a39-4e19-a90d-0bdbeeef1f94
32,4ce7e8c6-8b5f-4ee4-810e-cb82d82d4df3
32,4dd51c84-435b-49d3-bd4c-08d349d66891
32,51a01c42-e166-4dd4-ad96-53dea307ff15
32,58e1cb80-f4a1-41b9-a697-bcc1a884a1a7
32,5a5593e7-2d93-43a5-bcb4-c21e50cac532
32,5ecbd442-f3ee-4559-b696-0cb5d29d6e84
32,60778e79-055c-4021-93fc-720dc39a7dd8
